comment,likes,replies,engagement,label,length,clean_comment,label_id
"berikut detail penanganan masalah sinyal kereta
prosedur keamanan failsafe jika terjadi kerusakan sinyal sistem dirancang untuk otomatis menampilkan warna merah berhenti untuk mencegah kecelakaan
perintah masinis masinis akan menerima perintah dari petugas pengatur perjalanan kereta api ppka untuk melewati sinyal merah secara manual dengan kecepatan sangat rendah setelah dipastikan jalur aman
perbaikan teknis tim teknisi akan memeriksa dan memperbaiki komponen seperti sekering yang putus kabel sirkuit rel yang korsleting atau kerusakan pada alat sinyal mekaniselektrik
pergantian jalurantrean jika sinyal rusak di area sibuk seperti manggarai kereta ditahan di sinyal masuk untuk menunggu antrean pergantian jalur secara manual",0,0,0,netral,733,berikut detail penanganan masalah sinyal kereta prosedur keamanan failsafe jika terjadi kerusakan sinyal sistem dirancang untuk otomatis menampilkan warna merah berhenti untuk mencegah kecelakaan perintah masinis masinis akan menerima perintah dari petugas pengatur perjalanan kereta api ppka untuk melewati sinyal merah secara manual dengan kecepatan sangat rendah setelah dipastikan jalur aman perbaikan teknis tim teknisi akan memeriksa dan memperbaiki komponen seperti sekering yang putus kabel sirkuit rel yang korsleting atau kerusakan pada alat sinyal mekaniselektrik pergantian jalurantrean jika sinyal rusak di area sibuk seperti manggarai kereta ditahan di sinyal masuk untuk menunggu antrean pergantian jalur secara manual,1
sinyal eror karna taxi listrik itu kah,0,1,1,negatif,38,sinyal eror karna taxi listrik itu kah,0
taxinya kenapa ada di situ,0,0,0,negatif,26,taxinya kenapa ada di situ,0
mobil listrik taxi sama kereta krl tabrakan apakah mungkin bisa menyebabkan sinyal error,0,0,0,negatif,88,mobil listrik taxi sama kereta krl tabrakan apakah mungkin bisa menyebabkan sinyal error,0
"yah ampunn ga sanggup membayangkan kengeriannya 
semoga keluarga yang ditinggalkan diberikan ketabahan dan kekuatan ",0,0,0,positif,116,yah ampunn ga sanggup membayangkan kengeriannya semoga keluarga yang ditinggalkan diberikan ketabahan dan kekuatan,2
taxinya salah gue setuju ini salah satu kelalaian pengemudi tapi kai juga lalai jg gue setuju kai harus berbenah lagi sih sama sistemnya btw mau mengucapkan terimakasih banyak ke timsar basarnas tenaga medis dan semua pihak yg sudah mengevakuasi korban semoga korban yang md husnul khotimah yg selamat segera diberikan kesembuhan dan keluarga yg ditinggalkan diberikan ketabahan,0,0,0,positif,378,taxinya salah gue setuju ini salah satu kelalaian pengemudi tapi kai juga lalai jg gue setuju kai harus berbenah lagi sih sama sistemnya btw mau mengucapkan terimakasih banyak ke timsar basarnas tenaga medis dan semua pihak yg sudah mengevakuasi korban semoga korban yang md husnul khotimah yg selamat segera diberikan kesembuhan dan keluarga yg ditinggalkan diberikan ketabahan,2
salahkan taxi nya,0,0,0,negatif,17,salahkan taxi nya,0
 a c e n d a,0,0,0,netral,12,a c e n d a,1
sinyal merah pas bgt lewat jelas ga akan sempet,0,0,0,negatif,47,sinyal merah pas bgt lewat jelas ga akan sempet,0
katanya prnh ada niatan bikin jalan layang yaa cuman blm terlaksana,0,0,0,negatif,67,katanya prnh ada niatan bikin jalan layang yaa cuman blm terlaksana,0
innalillahi wa innailahi rojiun,0,0,0,positif,31,innalillahi wa innailahi rojiun,2
aku fikir naik kereta bagian belakang aman ternyata bisa gitu ya maap jarang keluar rumah musibah emang gk bisa diduga ya smga yg meninggal allah lapangkan kuburnya yg luka luka cepet sembuh ya kalian,0,0,0,netral,200,aku fikir naik kereta bagian belakang aman ternyata bisa gitu ya maap jarang keluar rumah musibah emang gk bisa diduga ya smga yg meninggal allah lapangkan kuburnya yg luka luka cepet sembuh ya kalian,1
semoga kejadian spt ini tidak terulang lagi,0,0,0,positif,43,semoga kejadian spt ini tidak terulang lagi,2
"pertanyaan nyaapakah ada unsur di balik unsur 
kok janggal sekali itu taxi ada orang nya nggak yahapa sengaja di biarin dstu",0,0,0,negatif,124,pertanyaan nyaapakah ada unsur di balik unsur kok janggal sekali itu taxi ada orang nya nggak yahapa sengaja di biarin dstu,0
apa masalah taxi tu wtf,0,0,0,negatif,23,apa masalah taxi tu wtf,0
"nih cil baca
makannya lihat beritaaa lainnn keretaaa belakngg itu tergolong keretaa cepatttttt sedangkan signall dri ijo tbtb merah dan itu jaraknya udh dekattttt di ingatt yang terakhir itu keretaaa cepattt kereta cepatttt mereka ngeremmm udah x tapi karna sekali lagi itu keretaaa cepatttt jdi gabisa ngerem jarak km minimal kmkmudh gue ketikkk dgn capslock kalau masih aja lu tanyaaa dengerin sendiri sonoo keterangan dari asisten masinisnyaaaaaaa
 sinyal error kakbukan telat ngasi signal knapa signal bisa error karena taxi listrik itu masalahnya yang ditabrak mobil listrik bukan mobil bensin evakuasi mobil listrik memerlukan pemadaman dijalur tersebut untuk keselamatan
lalu di stasiun bekasi timur ada  jenis kereta yang melaju krl dan kereta jarak jauh krl dan kereta jarak jauh memiliki komunikasi yang berbeda
ada laporan setelah tabrakan dg mobil listrik listrik disekitar sempat padam sesaat otomatis sensor axle counter atau track circuit pasti mendeteksi clear ada error yang terjadi
krl bisa jadi masih pakai komunikasi rf juga pastilah ada keterlambatan kalau laporan pakai rf aja
banyak hal teknis yang perlu ditelusuri tp signal error akibat taksi itu valid
efek dominonya langsung terasa apalagi dijalur bkst itu ada  kalau sensor  rel bermasalah ya wassalam aja",0,0,0,netral,1283,nih cil baca makannya lihat beritaaa lainnn keretaaa belakngg itu tergolong keretaa cepatttttt sedangkan signall dri ijo tbtb merah dan itu jaraknya udh dekattttt di ingatt yang terakhir itu keretaaa cepattt kereta cepatttt mereka ngeremmm udah x tapi karna sekali lagi itu keretaaa cepatttt jdi gabisa ngerem jarak km minimal kmkmudh gue ketikkk dgn capslock kalau masih aja lu tanyaaa dengerin sendiri sonoo keterangan dari asisten masinisnyaaaaaaa sinyal error kakbukan telat ngasi signal knapa signal bisa error karena taxi listrik itu masalahnya yang ditabrak mobil listrik bukan mobil bensin evakuasi mobil listrik memerlukan pemadaman dijalur tersebut untuk keselamatan lalu di stasiun bekasi timur ada jenis kereta yang melaju krl dan kereta jarak jauh krl dan kereta jarak jauh memiliki komunikasi yang berbeda ada laporan setelah tabrakan dg mobil listrik listrik disekitar sempat padam sesaat otomatis sensor axle counter atau track circuit pasti mendeteksi clear ada error yang terjadi krl bisa jadi masih pakai komunikasi rf juga pastilah ada keterlambatan kalau laporan pakai rf aja banyak hal teknis yang perlu ditelusuri tp signal error akibat taksi itu valid efek dominonya langsung terasa apalagi dijalur bkst itu ada kalau sensor rel bermasalah ya wassalam aja,1
seketika aku pengen jadi orang ini,0,0,0,netral,34,seketika aku pengen jadi orang ini,1
kok bisa pula lah ngorban kan puluhan nyawa demi  orang tolol x sumpah,0,0,0,negatif,70,kok bisa pula lah ngorban kan puluhan nyawa demi orang tolol x sumpah,0
itu yg paling parah yg nusuk dri blkng ya,0,0,0,negatif,41,itu yg paling parah yg nusuk dri blkng ya,0
plis gais patuhi aturan lalu lintas jangan malah nyelonong dan akhirnya banyak korban jiwa,0,0,0,positif,90,plis gais patuhi aturan lalu lintas jangan malah nyelonong dan akhirnya banyak korban jiwa,2
 bukan salah taxi kalo ada pohon tumbang atau krl tergelincir yg mengakibatkan kereta berhenti masih mau nyalahin pohon,0,0,0,negatif,119,bukan salah taxi kalo ada pohon tumbang atau krl tergelincir yg mengakibatkan kereta berhenti masih mau nyalahin pohon,0
bayangkan nasib ke masinis nya pasti trauma banget,0,0,0,positif,50,bayangkan nasib ke masinis nya pasti trauma banget,2
merinding bgt tuhan ,0,0,0,positif,20,merinding bgt tuhan,2
kenapa pada suka nerobos si taxi oh taxi,0,0,0,negatif,40,kenapa pada suka nerobos si taxi oh taxi,0
kereta nya tu masuk ya kedalam,0,0,0,netral,30,kereta nya tu masuk ya kedalam,1
maaf ya kak setau aku kereta yg pertama masihh bisa rem pas liat mobil mogok,0,1,1,netral,76,maaf ya kak setau aku kereta yg pertama masihh bisa rem pas liat mobil mogok,1
harusnya bikin rel gantungmegurangi resiko tabrakan,0,0,0,netral,51,harusnya bikin rel gantungmegurangi resiko tabrakan,1
sampe nembus gitu ih,0,0,0,negatif,20,sampe nembus gitu ih,0
kereta yg ketabrak itu harusnya pindah jalur ya karna kereta yg sebelah nabrak taxi jadinya kereta yg ketabrak itu gk jadi pindah jalur dan akhirnya ketabrak,0,0,0,netral,157,kereta yg ketabrak itu harusnya pindah jalur ya karna kereta yg sebelah nabrak taxi jadinya kereta yg ketabrak itu gk jadi pindah jalur dan akhirnya ketabrak,1
"pihak stasiun lalai bagaimana mungkin mereka gak tau kreta apa yang akan datang ke stasiun mereka
sinyal eror cuma alasan
karena ada hp untuk menghubungi masinis dan kru di ka bromo",0,0,0,negatif,181,pihak stasiun lalai bagaimana mungkin mereka gak tau kreta apa yang akan datang ke stasiun mereka sinyal eror cuma alasan karena ada hp untuk menghubungi masinis dan kru di ka bromo,0
innalilahi wa innailaihi rojiun,0,0,0,positif,31,innalilahi wa innailaihi rojiun,2
mangkanya kalau udh dikasih arahan untuk gk melitas ya jangan melintas kadang aneh motor sama mobil ini bah peraturan malah dilanggar,0,0,0,negatif,133,mangkanya kalau udh dikasih arahan untuk gk melitas ya jangan melintas kadang aneh motor sama mobil ini bah peraturan malah dilanggar,0
mobil listrik kena medan magentik di rel potensi bahaya salah satunya mogok tetiba,0,0,0,netral,82,mobil listrik kena medan magentik di rel potensi bahaya salah satunya mogok tetiba,1
put a new one it just happend in greece sciathos until vlolos ,0,0,0,positif,62,put a new one it just happend in greece sciathos until vlolos,2
tapi kok mobilnya diem,0,0,0,negatif,22,tapi kok mobilnya diem,0
maaf yaa waktu saya mau ke ciamis sesudah lebaran kan ngelewatin rel kereta padahal sudah di tutup pake pembatas trus ada suara gitutruss motor motor masih pada ngelwatin gitu saya ngeliat aja udah kesel ke kenapa masih ngotot ngelewatin rel kereta padahal udah di halang pake pembatas trus ke takutnya tiba tiba datang kereta cepat bngt trus kan panik atau tiba nyangkut motornya trus ya naujubilah ga selamet gimana yamasih kesel waktu ngeliatin itu,0,0,0,negatif,451,maaf yaa waktu saya mau ke ciamis sesudah lebaran kan ngelewatin rel kereta padahal sudah di tutup pake pembatas trus ada suara gitutruss motor motor masih pada ngelwatin gitu saya ngeliat aja udah kesel ke kenapa masih ngotot ngelewatin rel kereta padahal udah di halang pake pembatas trus ke takutnya tiba tiba datang kereta cepat bngt trus kan panik atau tiba nyangkut motornya trus ya naujubilah ga selamet gimana yamasih kesel waktu ngeliatin itu,0
kumungkinan taxi listrik pas nglewatin rel jd mogok,0,1,1,netral,51,kumungkinan taxi listrik pas nglewatin rel jd mogok,1
padahal ada tanda sinyal kereta tapi yg anehnya kereta dan taksi,0,0,0,negatif,64,padahal ada tanda sinyal kereta tapi yg anehnya kereta dan taksi,0
coba bawahnya sedang sedang saja jangan cepat cepat terus taksi juga salah ngapain ditengah tengah perlintasan krl diem lg gk bergerak sama sekali majumundur sebelum ada kereta melintas,0,0,0,netral,185,coba bawahnya sedang sedang saja jangan cepat cepat terus taksi juga salah ngapain ditengah tengah perlintasan krl diem lg gk bergerak sama sekali majumundur sebelum ada kereta melintas,1
maaf supir taxinya hidup atau ga ya gara dia ga sabaran jadilah seperti ini ,0,0,0,positif,76,maaf supir taxinya hidup atau ga ya gara dia ga sabaran jadilah seperti ini,2
argo bromo itu tdk berhenti di stasiun bekasi krl menabrak taksi yg mogok jd krl berhenti  seandainya tdk terhalangi taxi di depan akan ada jalur yg membelokkan jalur buat argo bromo signal error itu karena udah telat untuk menginformasikan kejadian,0,0,0,netral,249,argo bromo itu tdk berhenti di stasiun bekasi krl menabrak taksi yg mogok jd krl berhenti seandainya tdk terhalangi taxi di depan akan ada jalur yg membelokkan jalur buat argo bromo signal error itu karena udah telat untuk menginformasikan kejadian,1
videonya ke potong pas yg kereta pindah jalur gitu krn signal error itu gimana apa ada staff bagian operational salah mencet tidak ada pelatihan saat terjadi error gitu,0,1,1,negatif,168,videonya ke potong pas yg kereta pindah jalur gitu krn signal error itu gimana apa ada staff bagian operational salah mencet tidak ada pelatihan saat terjadi error gitu,0
apa kereta kedua tidak komunikasi ketika terjadi kerumunan ramai orang di jalur yah,0,0,0,netral,83,apa kereta kedua tidak komunikasi ketika terjadi kerumunan ramai orang di jalur yah,1
sticker ini kenapa ada yg nyalahin presiden sii,0,0,0,negatif,47,sticker ini kenapa ada yg nyalahin presiden sii,0
jadi cerita ny kereta jadi  yg kenak yh,0,0,0,netral,39,jadi cerita ny kereta jadi yg kenak yh,1
iy memng begitu supir taksinya maen melintas aj kan ga mikir panjang,0,0,0,negatif,68,iy memng begitu supir taksinya maen melintas aj kan ga mikir panjang,0
"apakah asumsi sinyal hijau di stasiun bekasi ya
dan jarak tempuh antara  stasiun ini hanya  km
dengan pengalaman sering naik argo bromo anggrek di daerah ini belum full speed ka ini
bayangkan jeda waktu hanya kurleb  menit
semoga dari kejadian ini menjadi pembelajaran bagi banyak pihak yg terlibat",0,0,0,positif,298,apakah asumsi sinyal hijau di stasiun bekasi ya dan jarak tempuh antara stasiun ini hanya km dengan pengalaman sering naik argo bromo anggrek di daerah ini belum full speed ka ini bayangkan jeda waktu hanya kurleb menit semoga dari kejadian ini menjadi pembelajaran bagi banyak pihak yg terlibat,2
"buajskjaja no que hago aca literal los comentarios son estos
laka naka noyelpe nelepe sih jujajui ",0,0,0,netral,98,buajskjaja no que hago aca literal los comentarios son estos laka naka noyelpe nelepe sih jujajui,1
berarti yg nabrak taxi itu yg parah apa yg nabrak dari belakang ya,0,0,0,negatif,66,berarti yg nabrak taxi itu yg parah apa yg nabrak dari belakang ya,0
 makannya lihat beritaaa lainnn keretaaa belakngg itu tergolong keretaa cepatttttt sedangkan signall dri ijo tbtb merah dan itu jaraknya udh dekattttt di ingatt yang terakhir itu keretaaa cepattt kereta cepatttt mereka ngeremmm udah x tapi karna sekali lagi itu keretaaa cepatttt jdi gabisa ngerem jarak km minimal kmkmudh gue ketikkk dgn capslock kalau masih aja lu tanyaaa dengerin sendiri sonoo keterangan dari asisten masinisnyaaaaaaa,0,0,0,netral,438,makannya lihat beritaaa lainnn keretaaa belakngg itu tergolong keretaa cepatttttt sedangkan signall dri ijo tbtb merah dan itu jaraknya udh dekattttt di ingatt yang terakhir itu keretaaa cepattt kereta cepatttt mereka ngeremmm udah x tapi karna sekali lagi itu keretaaa cepatttt jdi gabisa ngerem jarak km minimal kmkmudh gue ketikkk dgn capslock kalau masih aja lu tanyaaa dengerin sendiri sonoo keterangan dari asisten masinisnyaaaaaaa,1
jangan salahkn siapaun ya ini udh dari sananya,0,0,0,positif,46,jangan salahkn siapaun ya ini udh dari sananya,2
  nih jelasnya sayangg,0,0,0,positif,22,nih jelasnya sayangg,2
make  utc greece kallithea  pls,0,0,0,netral,31,make utc greece kallithea pls,1
itu gmana kabar masinis yg terakhir nabrak gerbongnya,0,0,0,positif,53,itu gmana kabar masinis yg terakhir nabrak gerbongnya,2
emngnya kereta itu tdk bisa berhenti sewaktu  gtu ta y allah ngeri lhtnya,0,0,0,netral,73,emngnya kereta itu tdk bisa berhenti sewaktu gtu ta y allah ngeri lhtnya,1
punca dari kereta ev tu,0,0,0,netral,23,punca dari kereta ev tu,1
bagaiamana kalau ini dijadikan pelajaran oleh pt kai atau yg punya wewenangbahan evaluasi buat meningkatkan keamanan dan antisipasi untuk kemungkinan yg mkn trjaditakut nya besok besok pemicu nya bukan lagi taxi tapi rel anjlok atau nyangkut jangan sampe ketabrak dari belakang lagi krn gak ada yg infoin atau krn jarak terlalu dekat,0,0,0,netral,333,bagaiamana kalau ini dijadikan pelajaran oleh pt kai atau yg punya wewenangbahan evaluasi buat meningkatkan keamanan dan antisipasi untuk kemungkinan yg mkn trjaditakut nya besok besok pemicu nya bukan lagi taxi tapi rel anjlok atau nyangkut jangan sampe ketabrak dari belakang lagi krn gak ada yg infoin atau krn jarak terlalu dekat,1
semua salah prabowo,0,0,0,negatif,19,semua salah prabowo,0
 look what you have done ,0,0,0,negatif,25,look what you have done,0
ya allah merinding,0,0,0,positif,18,ya allah merinding,2
taxi salah bgttttttt,0,2,2,negatif,20,taxi salah bgttttttt,0
bang ijin buat edit ya bang ,0,0,0,positif,28,bang ijin buat edit ya bang,2
"kesel banget sama orang yng gak mau sabaran
tuh taksi ngapain sih ihhh",0,0,0,negatif,70,kesel banget sama orang yng gak mau sabaran tuh taksi ngapain sih ihhh,0
